656,hsa-miR-18b-5p
657,hsa-miR-190a-5p
658,hsa-miR-7-5p
659,hsa-miR-520d-3p
660,hsa-miR-378i
661,hsa-miR-4644
662,hsa-miR-210-3p
663,hsa-miR-340-5p
664,hsa-miR-29c-3p
665,hsa-miR-10b-5p
666,hsa-miR-486-5p
667,hsa-miR-9-5p
668,hsa-miR-520c-3p
669,hsa-miR-384
670,hsa-miR-196a-5p
671,hsa-miR-376b-3p
672,hsa-miR-134-5p
673,hsa-miR-132-3p
674,hsa-miR-411-5p
675,hsa-miR-4458
676,hsa-miR-181c-5p
677,hsa-miR-758-3p
678,hsa-miR-27a-3p
679,hsa-miR-153-3p
680,hsa-miR-222-3p
681,hsa-miR-365a-3p
